citation_num,citation_code,authors,title,publisher,publication_year,journal,issue,volume,pages,book_title,book_editor,doi
1508,"HAMELIN, 2011","HAMELIN, C; DOSSO, L; HANAN, B B; MOREIRA, M; KOSITSKY, A P; THOMAS, M Y",GEOCHEMICAL PORTRAY OF THE PACIFIC RIDGE: NEW ISOTOPIC DATA AND STATISTICAL TECHNIQUES,,2011,EARTH PLANET SCI LETT,2-Jan,302,154-162,,,10.1016/j.epsl.2010.12.007
1509,"GAMBLE, 1996","GAMBLE, J A; WOODHEAD, J D; WRIGHT, I C; SMITH, I E M","BASALT AND SEDIMENT GEOCHEMISTRY AND MAGMA PETROGENESIS IN A TRANSECT FROM OCEAN ISLAND ARC TO RIFTED CONTINENTAL MARGIN ARC: THE KERMADEC-HIKURANGI MARGIN, SW PACIFIC",,1996,J PETROL,6,37,1523-1546,,,10.1093/petrology/37.6.1523
1510,"GAMBLE, 1993","GAMBLE, J A; SMITH, I E M; MCCULLOCH, M T; GRAHAM, I J; KOKELAAR, B P","THE GEOCHEMISTRY AND PETROGENESIS OF BASALTS FROM THE TAUPO VOLCANIC ZONE AND KERMADEC ISLAND ARC, S.W. PACIFIC",,1993,J VOLCANOL GEOTHERM RES,,54,265-290,,,10.1016/0377-0273(93)90067-2
1512,"MOREIRA, 2008","MOREIRA, M; DOSSO, L; ONDREAS, H",HELIUM ISOTOPES ON THE PACIFIC-ANTARCTIC RIDGE (52.5-41.5 DEG S),,2008,GEOPHYS RES LETT,,35,NULL,,,10.1029/2008gl033286
1514,"STANDISH, 2010","STANDISH, J-J; SIMS, K W W",YOUNG OFF-AXIS VOLCANISM ALONG THE ULTRASLOW-SPREADING SOUTHWEST INDIAN RIDGE,,2010,NATURE GEOSCIENCE,4,3,286-292,,,10.1038/ngeo824
1515,"WATERS, 2011","WATERS, C; SIMS, K W W; PERFIT, M R; BLICHERT-TOFT, J; BLUSZTAJN, J",PERSPECTIVE ON THE GENESIS OF E-MORB FROM CHEMICAL AND ISOTOPIC HETEROGENEITY AT 9DEG10MIN N EAST PACIFIC RISE,,2011,J PETROL,3,52,565-602,,,10.1093/petrology/egq091
1518,"HANYU, 2011","HANYU, T; TATSUMI, Y; SENDA, R; MIYAZAKI, T; CHANG, Q; HIRAHARA, Y; TAKAHASHI, T; KAWABATA, H; SUZUKI, K; KIMURA, J-I; NAKAI, S I",GEOCHEMICAL CHARACTERISTICS AND ORIGIN OF THE HIMU RESERVOIR: A POSSIBLE MANTLE PLUME SOURCE IN THE LOWER MANTLE,,2011,GEOCHEM GEOPHYS GEOSYST,2,12,NULL,,,10.1029/2010gc003252
1520,"CASTILLO, 2010","CASTILLO, P R; CLAGUE, D A; DAVIS, A S; LONSDALE, P F",PETROGENESIS OF DAVIDSON SEAMOUNT LAVAS AND ITS IMPLICATIONS FOR FOSSIL SPREADING CENTER AND INTRAPLATE MAGMATISM IN THE EASTERN PACIFIC,,2010,GEOCHEM GEOPHYS GEOSYST,2,11,NULL,,,10.1029/2009gc002992
1521,"TRUA, 2002","TRUA, T; SERRI, G; MARANI, M; RENZULLI, A; GAMBERI, F",VOLCANOLOGICAL AND PETROLOGICAL EVOLUTION OF MARSILI SEAMOUNT (SOUTHERN TYRRHENIAN SEA),,2002,J VOLCANOL GEOTHERM RES,,114,441-464,,,10.1016/S0377-0273(01)00300-6
1522,"CLAGUE, 2009","CLAGUE, D A; PADUAN, J B; DUNCAN, R A; HUARD, J J; DAVIS, A S; CASTILLO, P R; LONSDALE, P F; DEVOGELAERE, A","FIVE MILLION YEARS OF COMPOSITIONALLY DIVERSE, EPISODIC VOLCANISM: CONSTRUCTION OF DAVIDSON SEAMOUNT ATOP AN ABANDONED SPREADING CENTER",,2009,GEOCHEM GEOPHYS GEOSYST,12,10,NULL,,,10.1029/2009gc002665
1523,"HAHM, 2009","HAHM, D; CASTILLO, P R; HILTON, D R",A DEEP MANTLE SOURCE FOR HIGH 3He/4He OCEAN ISLAND BASALTS (OIB) INFERRED FROM PACIFIC NEAR-RIDGE SEAMOUNT LAVAS,,2009,GEOPHYS RES LETT,,36,NULL,,,10.1029/2009gl040560
1525,"TIAN, 2008","TIAN, L; CASTILLO, P R; HAWKINS, J W; HILTON, D R; HANAN, B B; PIETRUSZKA, A J",MAJOR AND TRACE ELEMENT AND Sr-Nd ISOTOPE SIGNATURES OF LAVAS FROM THE CENTRAL LAU BASIN: IMPLICATIONS FOR THE NATURE AND INFLUENCE OF SUBDUCTION COMPONENTS IN THE BACK-ARC MANTLE,,2008,J VOLCANOL GEOTHERM RES,,178,657-670,,,10.1016/j.jvolgeores.2008.06.039
1531,"COOPER, 2007","COOPER, K M","DATA REPORT: TRACE ELEMENT ANALYSES IN WHOLE-ROCK BASEMENT SAMPLES, SITE 1256, ODP LEG 206.",,2007,"PROC ODP, SCI RESULTS",,206,NULL,,,10.2973/odp.proc.sr.206.010.2007
1534,"SAUNDERS, 1999","SAUNDERS, A D; KEMPTON, P D; FITTON, J G; LARSEN, L","SR, ND, AND PB ISOTOPES AND TRACE ELEMENT GEOCHEMISTRY OF BASALTS FROM THE SOUTHEAST GREENLAND MARGIN.",,1999,"PROC ODP, SCI RESULTS",,163,73-93,,,10.2973/odp.proc.sr.163.122.1999
1535,"LARSEN, 1999","LARSEN, L; FITTON, J G; SAUNDERS, A D","COMPOSITION OF VOLCANIC ROCKS FROM THE SOUTHEAST GREENLAND MARGIN, LEG 163: MAJOR AND TRACE ELEMENT GEOCHEMISTRY.",,1999,"PROC ODP, SCI RESULTS",,163,63-75,,,10.2973/odp.proc.sr.163.109.1999
1537,"LAVERNE, 2007","LAVERNE, C; TARTAROTTI, P; GRAUBY, O; SIANTONAS, A C","DATA REPORT: CHEMICAL COMPOSITION OF MINERALS FROM A LAVA POND, ODP SITE 1256.",,2007,"PROC ODP, SCI RESULTS",,206,NULL,,,10.2973/odp.proc.sr.206.006.2007
1538,"HOERNLE, 2011","HOERNLE, K; HAUFF, F; KOKFELT, T F; HAASE, K M; GARBE-SCHÖNBERG, D; WERNER, R",ON- AND OFF-AXIS CHEMICAL HETEROGENEITIES ALONG THE SOUTH ATLANTIC MID-OCEAN-RIDGE (5-11 DEG S): SHALLOW OR DEEP RECYCLING OF OCEAN CRUST AND/OR INTRAPLATE VOLCANISM?,,2011,EARTH PLANET SCI LETT,,306,86-97,,,10.1016/j.epsl.2011.03.032
1543,"COTTRELL, 2011","COTTRELL, E; KELLEY, K A",THE OXIDATION STATE OF FE IN MORB GLASSES AND THE OXYGEN FUGACITY OF THE UPPER MANTLE,,2011,EARTH PLANET SCI LETT,,305,270-282,,,10.1016/J.EPSL.2011.03.014
1545,"FEIGENSON, 2004","FEIGENSON, M D; CARR, M J; MAHARAJ, S V; JULIANO, S; BOLGE, L L",LEAD ISOTOPE COMPOSITION OF CENTRAL AMERICAN VOLCANOES: INFLUENCE OF THE GALAPAGOS PLUME,,2004,GEOCHEM GEOPHYS GEOSYST,6,5,NULL,,,10.1029/2003GC000621
1548,"PERFIT, 2013","PERFIT, M R; SMITH, M C; WALTERS, R; RIDLEY, W I; FORNARI, D J",COMPILATION OF EAST PACIFIC RISE 9 DEG-10 DEG N BASALT GEOCHEMISTRY,,2013,SUBMITTED DATA SET,,,NULL,,,NULL
1550,"GAMBLE, 1990","GAMBLE, J A; SMITH, I E M; GRAHAM, I J; KOKELAAR, B P; COLE, J W; HOUGHTON, B F; WILSON, C J N","THE PETROLOGY, PHASE RELATIONS AND TECTONIC SETTING OF BASALTS FROM THE TAUPO VOLCANIC ZONE, NEW ZEALAND AND THE KERMADEC ISLAND ARC - HAVRE TROUGH, SW PACIFIC",,1990,J VOLCANOL GEOTHERM RES,,43,235-270,,,10.1016/0377-0273(90)90055-K
1553,"WERNER, 1997","WERNER, C D",GEOCHEMISTRY OF ROCKS AND MINERALS OF THE GABBRO COMPLEX  FROM THE MARK AREA,,1997,"PROC ODP, SCI RESULTS",,153,491-504,,,10.2973/odp.proc.sr.153.031.1997
1554,"FUJIBAYASHI, 1997","FUJIBAYASHI, N; KAGAMI, H; OISHI, Y",MINERALOGY AND Sr AND Nd ISOTOPIC COMPOSITION OF GABBROIC  OCEANIC CRUST RECOVERED FROM HOLES 923A AND 921E IN THE MARK AREA,,1997,"PROC ODP, SCI RESULTS",,153,471-490,,,10.2973/odp.proc.sr.153.028.1997
1556,"FITTON, 1998","FITTON, J G; HARDARSON, B S; ELLAM, R M; ROGERS, G","Sr-, Nd-, AND Pb-ISOTOPIC COMPOSITION OF VOLCANIC ROCKS FROM THE SOUTHEAST  GREENLAND MARGIN AT 63?N: TEMPORAL VARIATION IN CRUSTAL CONTAMINATION  DURING CONTINENTAL BREAKUP",,1998,"PROC ODP, SCI RESULTS",,152,351-357,,,10.2973/odp.proc.sr.152.251.1998
1557,"CASEY, 1997","CASEY, J F",COMPARISON OF MAJOR- AND TRACE-ELEMENT GEOCHEMISTRY OF ABYSSAL  PERIDOTITES AND MAFIC PLUTONIC ROCKS WITH BASALTS FROM THE MARK REGION  OF THE MID-ATLANTIC RIDGE,NULL,1997,"PROC ODP, SCI RESULTS",NULL,153,181-241,NULL,NULL,10.2973/odp.proc.sr.153.012.1997
1561,"CHADWICK, 2005","CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,,2005,J GEOPHYS RES,,110,16,,,10.1029/2003jb002767
1562,"GALE, 2011","GALE, A; ESCRIG, S; GIER, E J; LANGMUIR, C H; GOLDSTEIN, S L",ENRICHED BASALTS AT SEGMENT CENTERS: THE LUCKY STRIKE (37DEG17MIN N) AND MENEZ GWEN (37DEG50MIN N) SEGMENTS OF THE MID-ATLANTIC RIDGE,,2011,GEOCHEM GEOPHYS GEOSYST,6,12,NULL,,,10.1029/2010gc003446
1563,"ELKINS, 2011","ELKINS, L J; SIMS, K W W; PRYTULAK, J; ELLIOTT, T; MATTIELLI, N; BLICHERT-TOFT, J; BLUSZTAJN, J; DUNBAR, N; DEVEY, C W; MERTZ, D F; SCHILLING, J-G; MURRELL, M T","UNDERSTANDING MELT GENERATION BENEATH THE SLOW-SPREADING KOLBEINSEY RIDGE USING 238U, 230TH, AND 231PA EXCESSES",,2011,GEOCHIM COSMOCHIM ACTA,21,75,6300-6329,,,10.1016/j.gca.2011.08.020
1564,"HANYU, 2011","HANYU, T; TATSUMI, Y; KIMURA, J-I",CONSTRAINTS ON THE ORIGIN OF THE HIMU RESERVOIR FROM He-Ne-Ar ISOTOPE SYSTEMATICS,,2011,EARTH PLANET SCI LETT,,307,377-386,,,10.1016/j.epsl.2011.05.012
1565,"ISHIZUKA, 2011","ISHIZUKA, O; TANI, K; REAGAN, M K; KANAYAMA, K; UMINO, S; HARIGANE, Y; SAKAMOTO, I K; MIYAJIMA, Y; YUASA, M; DUNKLEY, P N",THE TIMESCALE OF SUBDUCTION INITIATION AND SUBSEQUENT EVOLUTION OF AN OCEANIC ISLAND ARC,,2011,EARTH PLANET SCI LETT,,206,229-240,,,10.1016/j.epsl.2011.04.006
1566,"LARSEN, 1998","LARSEN, L; FITTON, J G; FRAM, M S",VOLCANIC ROCKS OF THE SOUTHEAST GREENLAND MARGIN IN COMPARISON  WITH OTHER PARTS OF THE NORTH ATLANTIC TERTIARY IGNEOUS PROVINCE,,1998,"PROC ODP, SCI RESULTS",,152,315-330,,,10.2973/odp.proc.sr.152.230.1998
1567,"FITTON, 1998","FITTON, J G; SAUNDERS, A D; LARSEN, L; HARDARSON, B S; NORRY, M J","VOLCANIC ROCKS FROM THE SOUTHEAST GREENLAND MARGIN AT 63N:  COMPOSITION, PETROGENESIS, AND MANTLE SOURCES",,1998,"PROC ODP, SCI RESULTS",,152,331-350,,,10.2973/odp.proc.sr.152.233.1998
1568,"MOREIRA, 2011","MOREIRA, M; ESCARTIN, J; GAYER, E; HAMELIN, C; BEZOS, A; GUILLON, F; CANNAT, M","RARE GAS SYSTEMATICS ON LUCKY STRIKE BASALTS (37DEG N, NORTH ATLANTIC): EVIDENCE FOR EFFICIENT HOMOGENIZATION IN A LONG-LIVED MAGMA CHAMBER SYSTEM?",,2011,GEOPHYS RES LETT,L08304,38,NULL,,,10.1029/2011gl046794
1569,"KEMPTON, 1997","KEMPTON, P D; HUNTER, A G","A Sr-, Nd-, Pb-, O-ISOTOPE STUDY OF PLUTONIC ROCKS FROM MARK, LEG 153:  IMPLICATIONS FOR MANTLE HETEROGENEITY AND MAGMA CHAMBER PROCESSES",,1997,"PROC ODP, SCI RESULTS",,153,305-319,,,10.2973/odp.proc.sr.153.020.1997
1570,"KEMPTON, 1997","KEMPTON, P D; CASEY, J F","PETROLOGY AND GEOCHEMISTRY OF CROSSCUTTING DIABASE DIKES, SITES 920 AND 921",,1997,"PROC ODP, SCI RESULTS",,153,363-377,,,10.2973/odp.proc.sr.153.030.1997
1571,"HINDS, 2005","HINDS, J A",CONSTRUCTION OF THE OCEANIC CRUSTAL LAYER 2A: A DETAILED PETROGRAPHIC AND GEOCHEMICAL STUDY OF LAVAS FROM 9 DEG 30 MIN N AND 9 DEG 50 MIN N EAST PACIFIC RISE,,2005,"THESIS OR DISSERTATION, MASTER'S, UNIVERSITY OF FLORIDA; MONOGRAPHIC",,,NULL,,,NULL
1572,"KUTZA, 2002","KUTZA, S",PETROLOGY AND GEOCHEMISTRY OF MID-OCEAN RIDGE BASALTS FROM THE EAST PACIFIC RISE (9 DEG 24 MIN AND 10 DEG 06 MIN N): IMPLICATIONS FOR OFF-AXIS MAGMATIC PROCESSES,,2002,"THESIS OR DISSERTATION, MASTER'S, UNIVERSITY OF FLORIDA; MONOGRAPHIC",,,NULL,,,NULL
1573,"SALTERS, 2011","SALTERS, V J M; MALLICK, S; HART, S R; LANGMUIR, C H; STRACKE, A",DOMAINS OF DEPLETED MANTLE: NEW EVIDENCE FROM HAFNIUM AND NEODYMIUM ISOTOPES,,2011,GEOCHEM GEOPHYS GEOSYST,8,12,NULL,,,10.1029/2011GC003617
1576,"KOEPKE, 2011","KOEPKE, J; FRANCE, L; MUELLER, T; FAURE, F; GOETZE, N; DZIONY, W; ILDEFONSE, B","GABBROS FROM IODP SITE 1256, EQUATORIAL PACIFIC: INSIGHT INTO AXIAL MAGMA CHAMBER PROCESSES AT FAST SPREADING OCEAN RIDGES",,2011,GEOCHEM GEOPHYS GEOSYST,9,12,NULL,,,10.1029/2011gc003655
1578,"MORISHITA, 2011","MORISHITA, T; TANI, K; SHUKUNO, H; HARIGANE, Y; TAMURA, A; KUMAGAI, H; HELLEBRAND, E",DIVERSITY OF MELT CONDUITS IN THE IZU-BONIN-MARIANA FOREARC MANTLE: IMPLICATIONS FOR THE EARLIEST STAGE OF ARC MAGMATISM,,2011,GEOLOGY,,39,411-414,,,10.1130/G31706.1
1579,"NAURET, 2011","NAURET, F; SNOW, J E; HELLEBRAND, E; WEIS, D",GEOCHEMICAL COMPOSITION OF K-RICH LAVAS FROM THE LENA TROUGH (ARCTIC OCEAN),,2011,J PETROL,6,52,1185-1206,,,10.1093/petrology/egr024
1581,"PIETRUSZKA, 2011","PIETRUSZKA, A J; KEYES, M J; DUNCAN, J A; HU, Y H; CARLSON, R W; GARCIA, M O",EXCESSES OF SEAWATER-DERIVED 234U IN VOLCANIC GLASSES FROM LOIHI SEAMOUNT DUE TO CRUSTAL CONTAMINATION,,2011,EARTH PLANET SCI LETT,,304,280-289,,,10.1016/j.epsl.2011.02.018
1582,"SANO, 2011","SANO, T; SAKUYAMA, T; INGLE, S; RODRIGUEZ, S; YAMASAKI, T","PETROLOGICAL RELATIONSHIPS AMONG LAVAS, DIKES, AND GABBROS FROM INTEGRATED OCEAN DRILLING PROGRAM HOLE 1256D: INSIGHT INTO THE MAGMA PLUMBING SYSTEM BENEATH THE EAST PACIFIC RISE",,2011,GEOCHEM GEOPHYS GEOSYST,6,12,NULL,,,10.1029/2011gc003548
1583,"SCHMITT, 2011","SCHMITT, A K; PERFIT, M R; RUBIN, K H; STOCKLI, D F; SMITH, M C; COTSONIKA, L A; ZELLMER, G F; RIDLEY, W I; LOVERA, O M",RAPID COOLING RATES AT AN ACTIVE MID-OCEAN RIDGE FROM ZIRCON THERMOCHRONOLOGY,,2011,EARTH PLANET SCI LETT,,302,349-358,,,10.1016/j.epsl.2010.12.022
1584,"SEYLER, 2011","SEYLER, M; BRUNELLI, D; TOPLIS, M J; MEVEL, C",MULTISCALE CHEMICAL HETEROGENEITIES BENEATH THE EASTERN SOUTHWEST INDIAN RIDGE (52DEG E-68DEG E): TRACE ELEMENT COMPOSITIONS OF ALONG-AXIS DREDGED PERIDOTITES,,2011,GEOCHEM GEOPHYS GEOSYST,9,12,NULL,,,10.1029/2011gc003585
1587,"STRACKE, 2011","STRACKE, A; SNOW, J E; HELLEBRAND, E; VON DER HANDT, A; BOURDON, B; BIRBAUM, K; GUENTHER, D",ABYSSAL PERIDOTITE HF ISOTOPES IDENTIFY EXTREME MANTLE DEPLETION,,2011,EARTH PLANET SCI LETT,,308,359-368,,,10.1016/j.epsl.2011.06.012
1588,"STRONCIK, 2011","STRONCIK, N; DEVEY, C W",RECYCLED GABBRO SIGNATURE IN HOTSPOT MAGMAS UNVEILED BY PLUME-RIDGE INTERACTIONS,,2011,NATURE GEOSCIENCE,6,4,393-397,,,10.1038/ngeo1121
1589,"TIAN, 2011","TIAN, L; CASTILLO, P R; HILTON, D R; HAWKINS, J W; HANAN, B B; PIETRUSZKA, A J",MAJOR AND TRACE ELEMENT AND SR-ND ISOTOPE SIGNATURES OF THE NORTHER LAU BASIN LAVAS: IMPLICATIONS FOR THE COMPOSITION AND DYNAMICS OF THE BACK-ARC BASIN MANTLE,,2011,J GEOPHYS RES,,116,NULL,,,10.1029/2011jb008791
1590,"BRANDL, 2012","BRANDL, P A; BEIER, C; REGELOUS, M; ABOUCHAMI, W; HAASE, K M; GARBE-SCHÖNBERG, D; GALER, S J G",VOLCANISM ON THE FLANKS OF THE EAST PACIFIC RISE: QUANTITATIVE CONSTRAINTS ON MANTLE HETEROGENEITY AND MELTING PROCESSES,,2012,CHEMICAL GEOLOGY,,298-299,41-56,,,10.1016/j.chemgeo.2011.12.015
1591,"GARCIA, 1993","GARCIA, M O; JORGENSON, B A; MAHONEY, J J; ITO, E; IRVING, A J",AN EVALUATION OF TEMPORAL GEOCHEMICAL EVOLUTION OF LOIHI SUMMIT LAVAS: RESULTS FROM ALVIN SUBMERSIBLE DIVES,,1993,J GEOPHYS RES,B1,98,537-550,,,10.1029/92jb01707
1592,"GARCIA, 1998","GARCIA, M O; RUBIN, K H; NORMAN, M D; RHODES, J M; GRAHAM, D W; MUENOW, D W; SPENCER, K","PETROLOGY AND GEOCHRONOLOGY OF BASALT BRECCIA FROM THE 1996 EARTHQUAKE SWARM OF LOIHI SEAMOUNT, HAWAII: MAGMATIC HISTORY OF ITS 1996 ERUPTION",,1998,BULL VOLCANOL,,59,577-592,,,10.1007/s004450050211
1594,"KOPPERS, 2011","KOPPERS, A; GOWEN, M D; COLWELL, L F; GEE, J; LONSDALE, P F; MAHONEY, J J; DUNCAN, R A",NEW 40AR/39AR AGE PROGRESSION FOR THE LOUISVILLE HOT SPOT TRAIL AND IMPLICATIONS FOR INTER-HOT SPOT MOTION,,2011,GEOCHEM GEOPHYS GEOSYST,12,12,NULL,,,10.1029/2011gc003804
1595,"TIMM, 2011","TIMM, C; GRAHAM, I J; DE RONDE, C E J; LEYBOURNE, M I; WOODHEAD, J D","GEOCHEMICAL EVOLUTION OF MONOWAI VOLCANIC CENTER: NEW INSIGHTS INTO THE NORTHERN KERMADEC ARC SUBDUCTION SYSTEM, SW PACIFIC",,2011,GEOCHEM GEOPHYS GEOSYST,8,12,NULL,,,10.1029/2011gc003654
1596,"GRAHAM, 2008","GRAHAM, I J; REYES, A G; WRIGHT, I C; PECKETT, K M; SMITH, I E M; ARCULUS, R J","STRUCTURE AND PETROLOGY OF NEWLY DISCOVERED VOLCANIC CENTERS IN THE NORTHERN KERMADEC-SOUTHERN TOFUA ARC, SOUTH PACIFIC OCEAN",,2008,J GEOPHYS RES,,113,NULL,,,10.1029/2007jb005453
1597,"DICK, 2002","DICK, H J B; OZAWA, K; MEYER, P S; NIU, Y; ROBINSON, P T; CONSTANTIN, M; HEBERT, R; MAEDA, J; NATLAND, J H; HIRTH, J G; MACKIE, S","PRIMARY SILICATE MINERAL CHEMISTRY OF A 1.5-KM SECTION OF VERY SLOW SPREADING LOWER OCEAN CRUST: ODP HOLE 735B, SOUTHWEST INDIAN RIDGE",,2002,"PROC ODP, SCI RESULTS",,176,Jan-61,,,10.2973/odp.proc.sr.176.001.2002
1600,"TODD, 2011","TODD, E; GILL, J B; WYSOCZANSKI, R; HERGT, J M; WRIGHT, I C; LEYBOURNE, M I; MORTIMER, N",HF ISOTOPIC EVIDENCE FOR SMALL-SCALE HETEROGENEITY IN THE MODE OF MANTLE WEDGE ENRICHMENT: SOUTHERN HAVRE TROUGH AND SOUTH FIJI BASIN BACK ARCS,,2011,GEOCHEM GEOPHYS GEOSYST,9,12,NULL,,,10.1029/2011GC003683
1601,"JENNER, 2012","JENNER, F E; ONEILL, H ST C",ANALYSIS OF 60 ELEMENTS IN 616 OCEAN FLOOR BASALTIC GLASSES,,2012,GEOCHEM GEOPHYS GEOSYST,1,13,NULL,,,10.1029/2011gc004009
1602,"WANLESS, 2011","WANLESS, V D; PERFIT, M R; RIDLEY, W I; WALLACE, P; GRIMES, C B; KLEIN, E M",VOLATILE ABUNDANCES AND OXYGEN ISOTOPES IN BASALTIC TO DACITIC LAVAS ON MID-OCEAN RIDGES: THE ROLE OF ASSIMILATION AT SPREADING CENTERS,,2011,CHEMICAL GEOLOGY,,287,54-65,,,10.1016/j.chemgeo.2011.05.017
1606,"CARR, 2007","CARR, M J; SAGINOR, I; ALVARADO, G E; BOLGE, L L; LINDSAY, F N; MILIDAKIS, K; TURRIN, B D; FEIGENSON, M D; SWISHER III, C C",ELEMENT FLUXES FROM THE VOLCANIC FRONT OF NICARAGUA AND COSTA RICA,,2007,GEOCHEM GEOPHYS GEOSYST,6,8,NULL,,,10.1029/2006GC001396
1610,"SHAW, 2006","SHAW, A M; HILTON, D R; FISCHER, T P; WALKER, J A; DE LEEUW, G A M","HELIUM ISOTOPE VARIATIONS IN MINERAL SEPARATES FROM COSTA RICA AND NICARAGUA: ASSESSING CRUSTAL CONTRIBUTIONS, TIMESCALE VARIATIONS AND DIFFUSION-RELATED MECHANISMS",,2006,CHEMICAL GEOLOGY,,230,124-139,,,10.1016/J.CHEMGEO.2005.12.003
1613,"BARNES, 2009","BARNES, J D; SHARP, Z D; FISCHER, T P; HILTON, D R; CARR, M J",CHLORINE ISOTOPE VARIATIONS ALONG THE CENTRAL AMERICAN VOLCANIC FRONT AND BACK ARC,,2009,GEOCHEM GEOPHYS GEOSYST,11,10,NULL,,,10.1029/2009GC002587
1614,"BEAUDOIN, 2007","BEAUDOIN, Y; SCOTT, S D; GORTON, M; ZAJACZ, Z; HALTER, W",PB AND OTHER ORE METALS IN MODERN SEAFLOOR TECTONIC ENVIRONMENTS: EVIDENCE FROM MELT INCLUSIONS,,2007,MARINE GEOLOGY,,242,271-289,,,10.1016/j.margeo.2007.04.004
1615,"ZHANG, 2012","ZHANG, G-L; SMITH-DUQUE, C; TANG, S; LI, H; ZARIKIAN, C; DHONDT, S; INAGAKI, F",GEOCHEMISTRY OF BASALTS FROM IODP SITE U1365: IMPLICATIONS FOR MAGMATISM AND MANTLE SOURCE SIGNATURES OF THE MID-CRETACEOUS OSBOURN TROUGH,,2012,LITHOS,,144-144,73-87,,,10.1016/j.lithos.2012.04.014
1617,"GANNOUN, 2007","GANNOUN, A; BURTON, K W; PARKINSON, I J; ALARD, O; SCHIANO, P; THOMAS, L",THE SCALE AND ORIGIN OF THE OSMIUM ISOTOPE VARIATIONS IN MID-OCEAN RIDGE BASALTS,,2007,EARTH PLANET SCI LETT,,259,541-556,,,10.1016/j.epsl.2007.05.014
1618,"DALE, 2012","DALE, C W; MACPHERSON, C G; PEARSON, G; HAMMOND, S; ARCULUS, R J",INTER-ELEMENT FRACTIONATION OF HIGHLY SIDEROPHILE ELEMENTS IN THE TONGA ARC DUE TO FLUX MELTING OF A DEPLETED SOURCE,,2012,GEOCHIM COSMOCHIM ACTA,,89,202-225,,,10.1016/J.GCA.2012.03.025
1620,"HAHM, 2012","HAHM, D; HILTON, D R; CASTILLO, P R; HAWKINS, J W; HANAN, B B; HAURI, E H","AN OVERVIEW OF THE VOLATILE SYSTEMATICS OF THE LAU BASIN - RESOLVING THE EFFECTS OF SOURCE VARIATION, MAGMATIC DEGASSING AND CRUSTAL CONTAMINATION",,2012,GEOCHIM COSMOCHIM ACTA,,85,88-113,,,10.1016/j.gca.2012.02.007
1621,"LAUBIER, 2012","LAUBIER, M; GALE, A; LANGMUIR, C H",MELTING AND CRUSTAL PROCESSES AT THE FAMOUS SEGMENT (MID-ATLANTIC RIDGE): NEW INSIGHTS FROM OLIVINE-HOSTED MELT INCLUSIONS FROM MULTIPLE SAMPLES,,2012,J PETROL,4,53,665-698,,,10.1093/petrology/egr075
1623,"KELLEY, 2012","KELLEY, K A; COTTRELL, E",THE INFLUENCE OF MAGMATIC DIFFERENTIATION ON THE OXIDATION STATE OF FE IN A BASALTIC ARC MAGMA,,2012,EARTH PLANET SCI LETT,,329,109-121,,,10.1016/j.epsl.2012.02.010
1624,"LUPTON, 2012","LUPTON, J E; ARCULUS, R J; EVANS, L J; GRAHAM, D W",MANTLE HOTSPOT NEON IN BASALTS FROM THE NORTHWEST LAU BACK-ARC BASIN,,2012,GEOPHYS RES LETT,,39,NULL,,,10.1029/2012GL051201
